TaxonName	Subfamily	Tribe	Genus	Subgenus	GenusAuthority	Author	Year	OriginalTypeSpecies	CurrentTypeSpecies	SpeciesCount	Images	Source
Plectroctena	Ponerinae	Ponerini	Plectroctena		Smith, F., 1858	Smith, F.	1858	Plectroctena mandibularis		16	Present	https://www.antwiki.org/wiki/Plectroctena
Podomyrma	Myrmicinae	Crematogastrini	Podomyrma		Smith, F., 1859	Smith, F.	1859	Podomyrma femorata		62	Present	https://www.antwiki.org/wiki/Podomyrma
Poecilomyrma	Myrmicinae	Crematogastrini	Poecilomyrma		Mann, 1921	Mann	1921	Poecilomyrma senirewae		2	Present	https://www.antwiki.org/wiki/Poecilomyrma
Pogonomyrmex	Myrmicinae	Pogonomyrmecini	Pogonomyrmex		Mayr, 1868	Mayr	1868	Formica badia	Pogonomyrmex badius	74	Present	https://www.antwiki.org/wiki/Pogonomyrmex
Polyergus	Formicinae	Formicini	Polyergus		Latreille, 1804	Latreille	1804	Formica rufescens	Polyergus rufescens	15	Present	https://www.antwiki.org/wiki/Polyergus
Polyrhachis	Formicinae	Camponotini	Polyrhachis		Smith, F., 1857	Smith, F.	1857	Formica bihamata	Polyrhachis bihamata	788	Present	https://www.antwiki.org/wiki/Polyrhachis
Polyrhachis (subgenus)	Formicinae	Camponotini	Polyrhachis	Polyrhachis	Smith, F., 1857	Smith, F.	1857	Formica bihamata	Polyrhachis bihamata	788	Present	https://www.antwiki.org/wiki/Polyrhachis (subgenus)
Ponera	Ponerinae	Ponerini	Ponera		Latreille, 1804	Latreille	1804	Formica coarctata	Ponera coarctata	61	Present	https://www.antwiki.org/wiki/Ponera
Prenolepis	Formicinae	Lasiini	Prenolepis		Mayr, 1861	Mayr	1861	Tapinoma nitens	Prenolepis nitens	19	Present	https://www.antwiki.org/wiki/Prenolepis
Prionopelta	Amblyoponinae	Amblyoponini	Prionopelta		Mayr, 1866	Mayr	1866	Prionopelta punctulata		25	Present	https://www.antwiki.org/wiki/Prionopelta
Pristomyrmex	Myrmicinae	Crematogastrini	Pristomyrmex		Mayr, 1866	Mayr	1866	Pristomyrmex pungens		61	Present	https://www.antwiki.org/wiki/Pristomyrmex
Proatta	Myrmicinae	Crematogastrini	Proatta		Forel, 1912	Forel	1912	Proatta butteli		1	Present	https://www.antwiki.org/wiki/Proatta
Probolomyrmex	Proceratiinae	Probolomyrmecini	Probolomyrmex		Mayr, 1901	Mayr	1901	Probolomyrmex filiformis		30	Present	https://www.antwiki.org/wiki/Probolomyrmex
Proceratium	Proceratiinae	Proceratiini	Proceratium		Roger, 1863	Roger	1863	Proceratium silaceum		86	Present	https://www.antwiki.org/wiki/Proceratium
Procryptocerus	Myrmicinae	Attini	Procryptocerus		Emery, 1887	Emery	1887	Meranoplus striatus	Procryptocerus striatus	44	Present	https://www.antwiki.org/wiki/Procryptocerus
Proformica	Formicinae	Formicini	Proformica		Ruzsky, 1902	Ruzsky	1902	Formica nasuta	Proformica nasuta	29	Present	https://www.antwiki.org/wiki/Proformica
Prolasius	Formicinae	Melophorini	Prolasius		Forel, 1892	Forel	1892	Formica advena	Prolasius advena	20	Present	https://www.antwiki.org/wiki/Prolasius
Promyopias	Ponerinae	Ponerini	Promyopias		Santschi, 1914	Santschi	1914	Myopias (Promyopias) silvestrii	Promyopias silvestrii	1	Present	https://www.antwiki.org/wiki/Promyopias
Propodilobus	Myrmicinae	Crematogastrini	Propodilobus		Branstetter, 2009	Branstetter	2009	Stenamma orientale	Propodilobus pingorum	1	Present	https://www.antwiki.org/wiki/Propodilobus
Protalaridris	Myrmicinae	Attini	Protalaridris		Brown, 1980	Brown	1980	Protalaridris armata		7	Present	https://www.antwiki.org/wiki/Protalaridris
Protanilla	Leptanillinae	Anomalomyrmini	Protanilla		Taylor, 1990	Taylor	1990	Protanilla rafflesi		13	Present	https://www.antwiki.org/wiki/Protanilla
Psalidomyrmex	Ponerinae	Ponerini	Psalidomyrmex		Andr, 1890	Andr	1890	Psalidomyrmex foveolatus		6	Present	https://www.antwiki.org/wiki/Psalidomyrmex
Pseudoatta	Myrmicinae	Attini	Pseudoatta		Gallardo, 1916	Gallardo	1916	Pseudoatta argentina		2	Present	https://www.antwiki.org/wiki/Pseudoatta
Pseudocolobopsis	Formicinae	Camponotini	Camponotus	Pseudocolobopsis	Emery, 1920	Emery	1920	Camponotus macrocephalus Emery			Present	https://www.antwiki.org/wiki/Pseudocolobopsis
Pseudolasius	Formicinae	Lasiini	Pseudolasius		Emery, 1887	Emery	1887	Formica familiaris	Pseudolasius familiaris	66	Present	https://www.antwiki.org/wiki/Pseudolasius
Pseudomyrmex	Pseudomyrmecinae		Pseudomyrmex		Lund, 1831	Lund	1831	Formica gracilis	Pseudomyrmex gracilis	146	Present	https://www.antwiki.org/wiki/Pseudomyrmex
Pseudoneoponera	Ponerinae	Ponerini	Pseudoneoponera		Donisthorpe, 1943	Donisthorpe	1943	Pseudoneoponera verecundae		29	Present	https://www.antwiki.org/wiki/Pseudoneoponera
Pseudonotoncus	Formicinae	Melophorini	Pseudonotoncus		Clark, 1934	Clark	1934	Pseudonotoncus hirsutus		2	Present	https://www.antwiki.org/wiki/Pseudonotoncus
Pseudoponera	Ponerinae	Ponerini	Pseudoponera		Emery, 1900	Emery	1900	Ponera quadridentata	Pseudoponera stigma	6	Present	https://www.antwiki.org/wiki/Pseudoponera
Rasopone	Ponerinae	Ponerini	Rasopone		Schmidt & Shattuck, 2014	Schmidt & Shattuck	2014	Ponera ferruginea	Rasopone ferruginea	15	Present	https://www.antwiki.org/wiki/Rasopone
Ravavy	Dolichoderinae	Bothriomyrmecini	Ravavy		Fisher, 2009	Fisher	2009	Ravavy miafina		1	Present	https://www.antwiki.org/wiki/Ravavy
Recurvidris	Myrmicinae	Crematogastrini	Recurvidris		Bolton, 1992	Bolton	1992	Not required		12	Present	https://www.antwiki.org/wiki/Recurvidris
Rhinomyrmex	Formicinae	Camponotini	Camponotus	Rhinomyrmex	Forel, 1886	Forel	1886	Rhinomyrmex klaesii	Camponotus klaesii		Present	https://www.antwiki.org/wiki/Rhinomyrmex
Rhopalomastix	Myrmicinae	Crematogastrini	Rhopalomastix		Forel, 1900	Forel	1900	Rhopalomastix rothneyi		11	Present	https://www.antwiki.org/wiki/Rhopalomastix
Rhopalothrix	Myrmicinae	Attini	Rhopalothrix		Mayr, 1870	Mayr	1870	Rhopalothrix ciliata		16	Present	https://www.antwiki.org/wiki/Rhopalothrix
Rhytidoponera	Ectatomminae	Ectatommini	Rhytidoponera		Mayr, 1862	Mayr	1862	Ponera araneoides	Rhytidoponera araneoides	104	Present	https://www.antwiki.org/wiki/Rhytidoponera
Rogeria	Myrmicinae	Solenopsidini	Rogeria		Emery, 1894	Emery	1894	Rogeria curvipubens		40	Present	https://www.antwiki.org/wiki/Rogeria
Romblonella	Myrmicinae	Crematogastrini	Romblonella		Wheeler, W.M., 1935	Wheeler, W.M.	1935	Romblonella grandinodis	Romblonella opaca	10	Present	https://www.antwiki.org/wiki/Romblonella
Rossomyrmex	Formicinae	Formicini	Rossomyrmex		Arnoldi, 1928	Arnoldi	1928	Rossomyrmex proformicarum		4	Present	https://www.antwiki.org/wiki/Rossomyrmex
Rostromyrmex	Myrmicinae	Crematogastrini	Rostromyrmex		Rosciszewski, 1994	Rosciszewski	1994	Rostromyrmex pasohensis		1	Present	https://www.antwiki.org/wiki/Rostromyrmex
Rotastruma	Myrmicinae	Crematogastrini	Rotastruma		Bolton, 1991	Bolton	1991	Rotastruma recava		2	Present	https://www.antwiki.org/wiki/Rotastruma
Royidris	Myrmicinae	Crematogastrini	Royidris		Bolton & Fisher, 2014	Bolton & Fisher	2014	Monomorium robertsoni	Royidris robertsoni	15	Present	https://www.antwiki.org/wiki/Royidris
Santschiella	Formicinae	Santschiellini	Santschiella		Forel, 1916	Forel	1916	Santschiella kohli		1	Present	https://www.antwiki.org/wiki/Santschiella
Scyphodon	Leptanillinae	Leptanillini	Scyphodon		Brues, 1925	Brues	1925	Scyphodon anomalum		1	Present	https://www.antwiki.org/wiki/Scyphodon
Secostruma	Myrmicinae	Crematogastrini	Secostruma		Bolton, 1988	Bolton	1988	Secostruma lethifera		1	Present	https://www.antwiki.org/wiki/Secostruma
Sericomyrmex	Myrmicinae	Attini	Sericomyrmex		Mayr, 1865	Mayr	1865	Sericomyrmex opacus		11	Present	https://www.antwiki.org/wiki/Sericomyrmex
Simopelta	Ponerinae	Ponerini	Simopelta		Mann, 1922	Mann	1922	Belonopelta (Simopelta) jeckylli	Simopelta jeckylli	22	Present	https://www.antwiki.org/wiki/Simopelta
Simopone	Dorylinae		Simopone		Forel, 1891	Forel	1891	Simopone grandidieri		40	Present	https://www.antwiki.org/wiki/Simopone
Solenopsis	Myrmicinae	Solenopsidini	Solenopsis		Westwood, 1840	Westwood	1840	Solenopsis mandibularis	Solenopsis geminata	216	Present	https://www.antwiki.org/wiki/Solenopsis
Sphinctomyrmex	Dorylinae		Sphinctomyrmex		Mayr, 1866	Mayr	1866	Sphinctomyrmex stali		3	Present	https://www.antwiki.org/wiki/Sphinctomyrmex
Stegomyrmex	Myrmicinae	Solenopsidini	Stegomyrmex		Emery, 1912	Emery	1912	Stegomyrmex connectens		5	Present	https://www.antwiki.org/wiki/Stegomyrmex
Stenamma	Myrmicinae	Stenammini	Stenamma		Westwood, 1839	Westwood	1839	Stenamma westwoodii		85	Present	https://www.antwiki.org/wiki/Stenamma
Stereomyrmex	Myrmicinae	Crematogastrini	Stereomyrmex		Emery, 1901	Emery	1901	Stereomyrmex horni		3	Present	https://www.antwiki.org/wiki/Stereomyrmex
Stigmacros	Formicinae	Melophorini	Stigmacros		Forel, 1905	Forel	1905	Acantholepis (Acrostigma) froggatti	Stigmacros froggatti	48	Present	https://www.antwiki.org/wiki/Stigmacros
Stigmatomma	Amblyoponinae	Amblyoponini	Stigmatomma		Roger, 1859	Roger	1859	Stigmatomma denticulatum		53	Present	https://www.antwiki.org/wiki/Stigmatomma
Streblognathus	Ponerinae	Ponerini	Streblognathus		Mayr, 1862	Mayr	1862	Ponera aethiopica	Streblognathus aethiopicus	2	Present	https://www.antwiki.org/wiki/Streblognathus
Strongylognathus	Myrmicinae	Crematogastrini	Strongylognathus		Mayr, 1853	Mayr	1853	Eciton testaceum	Strongylognathus testaceus	26	Present	https://www.antwiki.org/wiki/Strongylognathus
Strumigenys	Myrmicinae	Attini	Strumigenys		Smith, F., 1860	Smith, F.	1860	Strumigenys mandibularis		852	Present	https://www.antwiki.org/wiki/Strumigenys
Syllophopsis	Myrmicinae	Solenopsidini	Syllophopsis		Santschi, 1915	Santschi	1915	Monomorium modestum	Syllophopsis modesta	22	Present	https://www.antwiki.org/wiki/Syllophopsis
Syscia	Dorylinae		Syscia		Roger, 1861	Roger	1861	Syscia typhla		38	Present	https://www.antwiki.org/wiki/Syscia
Talaridris	Myrmicinae	Attini	Talaridris		Weber, 1941	Weber	1941	Talaridris mandibularis		1	Present	https://www.antwiki.org/wiki/Talaridris
Tanaemyrmex	Formicinae	Camponotini	Camponotus	Tanaemyrmex	Ashmead, 1905	Ashmead	1905	Formica longipes	Camponotus etiolipes	1	Present	https://www.antwiki.org/wiki/Tanaemyrmex
Tanipone	Dorylinae		Tanipone		Bolton & Fisher, 2012	Bolton & Fisher	2012	Tanipone hirsuta		10	Present	https://www.antwiki.org/wiki/Tanipone
Tapinolepis	Formicinae	Plagiolepidini	Tapinolepis		Emery, 1925	Emery	1925	Plagiolepis tumidula	Tapinolepis tumidula	18	Present	https://www.antwiki.org/wiki/Tapinolepis
Tapinoma	Dolichoderinae	Tapinomini	Tapinoma		Foerster, 1850	Foerster	1850	Tapinoma collina	Tapinoma erraticum	92	Present	https://www.antwiki.org/wiki/Tapinoma
Tatuidris	Agroecomyrmecinae	Agroecomyrmicini	Tatuidris		Brown & Kempf, 1968	Brown & Kempf	1968	Tatuidris tatusia		1	Present	https://www.antwiki.org/wiki/Tatuidris
Technomyrmex	Dolichoderinae	Tapinomini	Technomyrmex		Mayr, 1872	Mayr	1872	Technomyrmex strenuus		96	Present	https://www.antwiki.org/wiki/Technomyrmex
Temnothorax	Myrmicinae	Crematogastrini	Temnothorax		Mayr, 1861	Mayr	1861	Myrmica recedens	Temnothorax recedens	455	Present	https://www.antwiki.org/wiki/Temnothorax
Terataner	Myrmicinae	Crematogastrini	Terataner		Emery, 1912	Emery	1912	Atopomyrmex foreli	Terataner foreli	14	Present	https://www.antwiki.org/wiki/Terataner
Teratomyrmex	Formicinae	Melophorini	Teratomyrmex		McAreavey, 1957	McAreavey	1957	Teratomyrmex greavesi		3	Present	https://www.antwiki.org/wiki/Teratomyrmex
Tetheamyrma	Myrmicinae	Crematogastrini	Tetheamyrma		Bolton, 1991	Bolton	1991	Tetheamyrma subspongia		2	Present	https://www.antwiki.org/wiki/Tetheamyrma
Tetramorium	Myrmicinae	Crematogastrini	Tetramorium		Mayr, 1855	Mayr	1855	Formica caespitum	Tetramorium caespitum	595	Present	https://www.antwiki.org/wiki/Tetramorium
Tetraponera	Pseudomyrmecinae		Tetraponera		Smith, F., 1852	Smith, F.	1852	Tetraponera atrata	Tetraponera nigra	109	Present	https://www.antwiki.org/wiki/Tetraponera
Thaumatomyrmex	Ponerinae	Ponerini	Thaumatomyrmex		Mayr, 1887	Mayr	1887	Thaumatomyrmex mutilatus		13	Present	https://www.antwiki.org/wiki/Thaumatomyrmex
Thlipsepinotus	Formicinae	Camponotini	Camponotus	Thlipsepinotus	Santschi, 1928	Santschi	1928	Camponotus claripes			Present	https://www.antwiki.org/wiki/Thlipsepinotus
Trachymyrmex	Myrmicinae	Attini	Trachymyrmex		Forel, 1893	Forel	1893	Atta septentrionalis	Trachymyrmex septentrionalis	9	Present	https://www.antwiki.org/wiki/Trachymyrmex
Tranopelta	Myrmicinae	Attini	Tranopelta		Mayr, 1866	Mayr	1866	Tranopelta gilva		2	Present	https://www.antwiki.org/wiki/Tranopelta
Trichomyrmex	Myrmicinae	Crematogastrini	Trichomyrmex		Mayr, 1865	Mayr	1865	Trichomyrmex rogeri		29	Present	https://www.antwiki.org/wiki/Trichomyrmex
Tropidomyrmex	Myrmicinae	Solenopsidini	Tropidomyrmex		Silva, Feitosa, Brando & Diniz, 2009	Silva, Feitosa, Brando & Diniz	2009	Tropidomyrmex elianae		1	Present	https://www.antwiki.org/wiki/Tropidomyrmex
Turneria	Dolichoderinae	Leptomyrmecini	Turneria		Forel, 1895	Forel	1895	Turneria bidentata		8	Present	https://www.antwiki.org/wiki/Turneria
Typhlomyrmex	Ectatomminae	Typhlomyrmecini	Typhlomyrmex		Mayr, 1862	Mayr	1862	Typhlomyrmex rogenhoferi		7	Present	https://www.antwiki.org/wiki/Typhlomyrmex
Tyrannomyrmex	Myrmicinae	Solenopsidini	Tyrannomyrmex		Fernndez, 2003	Fernndez	2003	Tyrannomyrmex rex		4	Present	https://www.antwiki.org/wiki/Tyrannomyrmex
Veromessor	Myrmicinae	Stenammini	Veromessor		Forel, 1917	Forel	1917	Aphaenogaster andrei	Veromessor andrei	11	Present	https://www.antwiki.org/wiki/Veromessor
Vicinopone	Dorylinae		Vicinopone		Bolton & Fisher, 2012	Bolton & Fisher	2012	Simopone conciliatrix	Vicinopone conciliatrix	1	Present	https://www.antwiki.org/wiki/Vicinopone
Vitsika	Myrmicinae	Crematogastrini	Vitsika		Bolton & Fisher, 2014	Bolton & Fisher	2014	Vitsika crebra		16	Present	https://www.antwiki.org/wiki/Vitsika
Vollenhovia	Myrmicinae	Crematogastrini	Vollenhovia		Mayr, 1865	Mayr	1865	Vollenhovia punctatostriata		77	Present	https://www.antwiki.org/wiki/Vollenhovia
Vombisidris	Myrmicinae	Crematogastrini	Vombisidris		Bolton, 1991	Bolton	1991	Vombisidris philax		18	Present	https://www.antwiki.org/wiki/Vombisidris
Wasmannia	Myrmicinae	Attini	Wasmannia		Forel, 1893	Forel	1893	Tetramorium auropunctatum	Wasmannia auropunctata	11	Present	https://www.antwiki.org/wiki/Wasmannia
Xenomyrmex	Myrmicinae	Crematogastrini	Xenomyrmex		Forel, 1885	Forel	1885	Xenomyrmex stollii		5	Present	https://www.antwiki.org/wiki/Xenomyrmex
Xerolitor	Myrmicinae	Attini	Xerolitor		Sosa-Calvo, Schultz, Jesovnik, Dahan & Rabeling, 2018	Sosa-Calvo, Schultz, Jesovnik, Dahan & Rabeling	2018	Mycetosoritis explicatus	Xerolitor explicatus	1	Present	https://www.antwiki.org/wiki/Xerolitor
Xymmer	Amblyoponinae	Amblyoponini	Xymmer		Santschi, 1914	Santschi	1914	Stigmatomma (Xymmer) muticum	Xymmer muticus	2	Present	https://www.antwiki.org/wiki/Xymmer
Yavnella	Leptanillinae	Leptanillini	Yavnella		Kugler, J., 1987	Kugler, J.	1987	Yavnella argamani		2	Present	https://www.antwiki.org/wiki/Yavnella
Yunodorylus	Dorylinae		Yunodorylus		Xu, Z., 2000	Xu, Z.	2000	Yunodorylus sexspinus		4	Present	https://www.antwiki.org/wiki/Yunodorylus
Zasphinctus	Dorylinae		Zasphinctus		Wheeler, W.M., 1918	Wheeler, W.M.	1918	Sphinctomyrmex turneri	Zasphinctus turneri	23	Present	https://www.antwiki.org/wiki/Zasphinctus
Zatania	Formicinae	Lasiini	Zatania		LaPolla, Kallal & Brady, 2012	LaPolla, Kallal & Brady	2012	Paratrechina (Nylanderia) cisipa	Zatania cisipa	6	Present	https://www.antwiki.org/wiki/Zatania

